PLOT_ID,Site,System ID,Phase ID,Replicate ID,System detailed description,System category
WARRAMBINE_S5_P2312_R3,WARRAMBINE,S5,P2312,R3,,Winter cover cropping
WARRAMBINE_S5_P3123_R1,WARRAMBINE,S5,P3123,R1,,Winter cover cropping
WARRAMBINE_S5_P3123_R2,WARRAMBINE,S5,P3123,R2,,Winter cover cropping
WARRAMBINE_S5_P3123_R3,WARRAMBINE,S5,P3123,R3,,Winter cover cropping
WARRAMBINE_S6_P0000_R1,WARRAMBINE,S6,P0000,R1,,Responsive: Enhance soil health
WARRAMBINE_S6_P0000_R2,WARRAMBINE,S6,P0000,R2,,Responsive: Enhance soil health
WARRAMBINE_S6_P0000_R3,WARRAMBINE,S6,P0000,R3,,Responsive: Enhance soil health
WARRAMBINE_S7_P0000_R1,WARRAMBINE,S7,P0000,R1,,Responsive: Adviser (risk-neutral)
WARRAMBINE_S7_P0000_R2,WARRAMBINE,S7,P0000,R2,,Responsive: Adviser (risk-neutral)
WARRAMBINE_S7_P0000_R3,WARRAMBINE,S7,P0000,R3,,Responsive: Adviser (risk-neutral)
ROSEWORTHY_S8_P0212_R3,ROSEWORTHY,S8,P0212,R3,,High value broadleaf
ROSEWORTHY_S8_P0212_R1,ROSEWORTHY,S8,P0212,R1,,High value broadleaf
ROSEWORTHY_S8_P0121_R3,ROSEWORTHY,S8,P0121,R3,,High value broadleaf
ROSEWORTHY_S8_P0121_R2,ROSEWORTHY,S8,P0121,R2,,High value broadleaf
ROSEWORTHY_S8_P0121_R1,ROSEWORTHY,S8,P0121,R1,,High value broadleaf
ROSEWORTHY_S8_P0212_R2,ROSEWORTHY,S8,P0212,R2,,High value broadleaf
