,plotID,year,month,day,crop1Name,crop2Name,crop3Name,crop1Variety_x,crop2Variety_x,crop3Variety_x,seedTreatment1Bool_x,seedTreatment2Bool_x,seedTreatment3Bool_x,sowingReason_x,crop1SowingDensity_x,crop2SowingDensity_x,crop3SowingDensity_x,crop1SowingDepth_x,crop2SowingDepth_x,crop3SowingDepth_x,sowingTimelinessDescription_x,comments,site,activity_type,date,costs_activity_dollars,costs_product_applied_dollars,revenue_crops_dollars,harvestOutcome_x,harvestReason_x,crop1Yield_x,crop2Yield_x,crop3Yield_x,terminationState_x,crop1Variety_y,crop2Variety_y,crop3Variety_y,seedTreatment1Bool_y,seedTreatment2Bool_y,seedTreatment3Bool_y,sowingReason_y,crop1SowingDensity_y,crop2SowingDensity_y,crop3SowingDensity_y,crop1SowingDepth_y,crop2SowingDepth_y,crop3SowingDepth_y,sowingTimelinessDescription_y,harvestOutcome_y,harvestReason_y,crop1Yield_y,crop2Yield_y,crop3Yield_y,terminationState_y,crop1Variety,crop2Variety,crop3Variety,seedTreatment1Bool,seedTreatment2Bool,seedTreatment3Bool,sowingReason,crop1SowingDensity,crop2SowingDensity,crop3SowingDensity,crop1SowingDepth,crop2SowingDepth,crop3SowingDepth,sowingTimelinessDescription,harvestOutcome,harvestReason,crop1Yield,crop2Yield,crop3Yield,terminationState,name,unitsAppliedKgOrLitres,appliedAmount,targetPest_x,targetPest_y,targetPest
3460,ROSEWORTHY_S1.2_P2312_R1,2023,9,5,,,,,,,,,,,,,,,,,,1L/ha applied at Flag leave stage - all cereal crops (single),roseworthy,fungicide,2023-09-05,11.0,14.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TazerXpert,L,1.0,,,
3461,ROSEWORTHY_S1.2_P2312_R1,2023,9,22,,,,,,,,,,,,,,,,,,"0.03L/ha applied post-flowering/maturity - whole site (Protect the pods target pulse/canola, but went whole site)",roseworthy,pesticide,2023-09-22,11.0,2.8794,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trojan,L,0.03,,,insects
3462,ROSEWORTHY_S1.2_P2312_R1,2023,11,7,wheat,,,,,,,,,,,,,,,,,,roseworthy,termination,2023-11-07,80.0,0.0,1844.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,sale,5590.0,,,stubble,,,,,,
3463,ROSEWORTHY_S1.2_P2312_R1,2023,12,19,,,,,,,,,,,,,,,,,,2L/ha+3L/ha+1% applied as post-harvest - Whole site (mix = 2 L/ha + 3 L/ha AMS 1% water volume / Banjo 1% wv),roseworthy,herbicide,2023-12-19,11.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crucial,L,2.0,,,
3464,ROSEWORTHY_S1.2_P2312_R1,2023,12,19,,,,,,,,,,,,,,,,,,2L/ha+3L/ha+1% applied as post-harvest - Whole site (mix = 2 L/ha + 3 L/ha AMS 1% water volume / Banjo 1% wv),roseworthy,herbicide,2023-12-19,11.0,60.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gluphosinate,L,3.0,,,
3465,ROSEWORTHY_S1.2_P2312_R2,2023,4,15,,,,,,,,,,,,,,,,,,2L/ha applied as Knockdown - Whole site,roseworthy,herbicide,2023-04-15,11.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crucial,L,2.0,,,
3466,ROSEWORTHY_S1.2_P2312_R2,2023,5,10,,,,,,,,,,,,,,,,,,2L/ha applied as Knockdown - Whole site,roseworthy,herbicide,2023-05-10,11.0,9.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paraquat,L,2.0,,,
3467,ROSEWORTHY_S1.2_P2312_R2,2023,5,15,,,,,,,,,,,,,,,,,,1.5kg/ha applied pre-sowing,roseworthy,pesticide,2023-05-15,11.0,112.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MouseOff,kg,1.5,,,mice
3468,ROSEWORTHY_S1.2_P2312_R2,2023,5,23,,,,,,,,,,,,,,,,,,1.25L/ha applied pre-sowing,roseworthy,herbicide,2023-05-23,11.0,12.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overwatch,L,1.25,,,
3469,ROSEWORTHY_S1.2_P2312_R2,2023,5,24,,,,,,,,,,,,,,,,,,"110kg/ha applied pre-sowing, banded below seed",roseworthy,fertiliser,2023-05-24,8.5,63.24999999999999,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAP,kg,110.0,,,
3470,ROSEWORTHY_S1.2_P2312_R2,2023,5,24,,,,,,,,,,,,,,,,,,1L/ha applied as pre-sowing - Whole site,roseworthy,herbicide,2023-05-24,11.0,13.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chlorpyriphos,L,1.0,,,
3471,ROSEWORTHY_S1.2_P2312_R2,2023,5,24,,,,,,,,,,,,,,,,,,2L/ha applied as pre-sowing - Whole site,roseworthy,herbicide,2023-05-24,11.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crucial,L,2.0,,,
3472,ROSEWORTHY_S1.2_P2312_R2,2023,5,24,wheat,,,,,,,,,,,,,,,,,,roseworthy,sowing,2023-05-24,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,calibre,,,True,,,sale,203.0,,,33.0,,,On-time,,,,,,,,,,,,
3473,ROSEWORTHY_S1.2_P2312_R2,2023,6,1,,,,,,,,,,,,,,,,,,0.05L/ha applied before establishment - whole site,roseworthy,pesticide,2023-06-01,11.0,6.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albatross,L,0.05,,,insects
3474,ROSEWORTHY_S1.2_P2312_R2,2023,6,2,,,,,,,,,,,,,,,,,,1.5kg/ha applied before estableshment,roseworthy,pesticide,2023-06-02,11.0,112.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MouseOff,kg,1.5,,,mice
3475,ROSEWORTHY_S1.2_P2312_R2,2023,7,24,,,,,,,,,,,,,,,,,,1.5kg/ha applied at early growth development,roseworthy,pesticide,2023-07-24,11.0,112.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MouseOff,kg,1.5,,,mice
3476,ROSEWORTHY_S1.2_P2312_R2,2023,7,25,,,,,,,,,,,,,,,,,,0.3L/ha applied at Z-30 stage (cereal) / pre-canopy close (pulse) - whole site,roseworthy,fungicide,2023-07-25,11.0,16.349999999999998,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aviator Xpro,L,0.3,,,
3477,ROSEWORTHY_S1.2_P2312_R2,2023,7,26,,,,,,,,,,,,,,,,,,0.025kg/ha+0.42L/ha+0.1L/ha+0.5% wv applied at Z-30 stage (mix = Paradigma + LVE Agritone + Archer + Uptake),roseworthy,herbicide,2023-07-26,11.0,1.4500000000000002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archer,L,0.1,,,
3478,ROSEWORTHY_S1.2_P2312_R2,2023,7,26,,,,,,,,,,,,,,,,,,0.025kg/ha+0.42L/ha+0.1L/ha+0.5% wv applied at Z-30 stage (mix = Paradigma + LVE Agritone + Archer + Uptake),roseworthy,herbicide,2023-07-26,11.0,3.36,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LVA Agritone,L,0.42,,,
3479,ROSEWORTHY_S1.2_P2312_R2,2023,7,26,,,,,,,,,,,,,,,,,,0.025kg/ha+0.42L/ha+0.1L/ha+0.5% wv applied at Z-30 stage (mix = Paradigma + LVE Agritone + Archer + Uptake),roseworthy,herbicide,2023-07-26,11.0,12.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradigm,kg,0.025,,,
3480,ROSEWORTHY_S1.2_P2312_R2,2023,7,27,,,,,,,,,,,,,,,,,,100kg/ha topdressing,roseworthy,fertiliser,2023-07-27,8.5,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,100.0,,,
3481,ROSEWORTHY_S1.2_P2312_R2,2023,9,5,,,,,,,,,,,,,,,,,,1L/ha applied at Flag leave stage - all cereal crops (single),roseworthy,fungicide,2023-09-05,11.0,14.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TazerXpert,L,1.0,,,
3482,ROSEWORTHY_S1.2_P2312_R2,2023,9,22,,,,,,,,,,,,,,,,,,"0.03L/ha applied post-flowering/maturity - whole site (Protect the pods target pulse/canola, but went whole site)",roseworthy,pesticide,2023-09-22,11.0,2.8794,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trojan,L,0.03,,,insects
3483,ROSEWORTHY_S1.2_P2312_R2,2023,11,7,wheat,,,,,,,,,,,,,,,,,,roseworthy,termination,2023-11-07,80.0,0.0,1852.2900000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,sale,5613.0,,,stubble,,,,,,
3484,ROSEWORTHY_S1.2_P2312_R2,2023,12,19,,,,,,,,,,,,,,,,,,2L/ha+3L/ha+1% applied as post-harvest - Whole site (mix = 2 L/ha + 3 L/ha AMS 1% water volume / Banjo 1% wv),roseworthy,herbicide,2023-12-19,11.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crucial,L,2.0,,,
3485,ROSEWORTHY_S1.2_P2312_R2,2023,12,19,,,,,,,,,,,,,,,,,,2L/ha+3L/ha+1% applied as post-harvest - Whole site (mix = 2 L/ha + 3 L/ha AMS 1% water volume / Banjo 1% wv),roseworthy,herbicide,2023-12-19,11.0,60.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gluphosinate,L,3.0,,,
3486,ROSEWORTHY_S1.2_P2312_R3,2023,4,15,,,,,,,,,,,,,,,,,,2L/ha applied as Knockdown - Whole site,roseworthy,herbicide,2023-04-15,11.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crucial,L,2.0,,,
3487,ROSEWORTHY_S1.2_P2312_R3,2023,5,10,,,,,,,,,,,,,,,,,,2L/ha applied as Knockdown - Whole site,roseworthy,herbicide,2023-05-10,11.0,9.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paraquat,L,2.0,,,
3488,ROSEWORTHY_S1.2_P2312_R3,2023,5,15,,,,,,,,,,,,,,,,,,1.5kg/ha applied pre-sowing,roseworthy,pesticide,2023-05-15,11.0,112.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MouseOff,kg,1.5,,,mice
3489,ROSEWORTHY_S1.2_P2312_R3,2023,5,23,,,,,,,,,,,,,,,,,,1.25L/ha applied pre-sowing,roseworthy,herbicide,2023-05-23,11.0,12.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overwatch,L,1.25,,,
3490,ROSEWORTHY_S1.2_P2312_R3,2023,5,24,,,,,,,,,,,,,,,,,,"110kg/ha applied pre-sowing, banded below seed",roseworthy,fertiliser,2023-05-24,8.5,63.24999999999999,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAP,kg,110.0,,,
3491,ROSEWORTHY_S1.2_P2312_R3,2023,5,24,,,,,,,,,,,,,,,,,,1L/ha applied as pre-sowing - Whole site,roseworthy,herbicide,2023-05-24,11.0,13.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chlorpyriphos,L,1.0,,,
3492,ROSEWORTHY_S1.2_P2312_R3,2023,5,24,,,,,,,,,,,,,,,,,,2L/ha applied as pre-sowing - Whole site,roseworthy,herbicide,2023-05-24,11.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crucial,L,2.0,,,
3493,ROSEWORTHY_S1.2_P2312_R3,2023,5,24,wheat,,,,,,,,,,,,,,,,,,roseworthy,sowing,2023-05-24,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,calibre,,,True,,,sale,207.0,,,37.0,,,On-time,,,,,,,,,,,,
3494,ROSEWORTHY_S1.2_P2312_R3,2023,6,1,,,,,,,,,,,,,,,,,,0.05L/ha applied before establishment - whole site,roseworthy,pesticide,2023-06-01,11.0,6.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albatross,L,0.05,,,insects
3495,ROSEWORTHY_S1.2_P2312_R3,2023,6,2,,,,,,,,,,,,,,,,,,1.5kg/ha applied before estableshment,roseworthy,pesticide,2023-06-02,11.0,112.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MouseOff,kg,1.5,,,mice
3496,ROSEWORTHY_S1.2_P2312_R3,2023,7,24,,,,,,,,,,,,,,,,,,1.5kg/ha applied at early growth development,roseworthy,pesticide,2023-07-24,11.0,112.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MouseOff,kg,1.5,,,mice
3497,ROSEWORTHY_S1.2_P2312_R3,2023,7,25,,,,,,,,,,,,,,,,,,0.3L/ha applied at Z-30 stage (cereal) / pre-canopy close (pulse) - whole site,roseworthy,fungicide,2023-07-25,11.0,16.349999999999998,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aviator Xpro,L,0.3,,,
3498,ROSEWORTHY_S1.2_P2312_R3,2023,7,26,,,,,,,,,,,,,,,,,,0.025kg/ha+0.42L/ha+0.1L/ha+0.5% wv applied at Z-30 stage (mix = Paradigma + LVE Agritone + Archer + Uptake),roseworthy,herbicide,2023-07-26,11.0,1.4500000000000002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archer,L,0.1,,,
3499,ROSEWORTHY_S1.2_P2312_R3,2023,7,26,,,,,,,,,,,,,,,,,,0.025kg/ha+0.42L/ha+0.1L/ha+0.5% wv applied at Z-30 stage (mix = Paradigma + LVE Agritone + Archer + Uptake),roseworthy,herbicide,2023-07-26,11.0,3.36,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LVA Agritone,L,0.42,,,
3500,ROSEWORTHY_S1.2_P2312_R3,2023,7,26,,,,,,,,,,,,,,,,,,0.025kg/ha+0.42L/ha+0.1L/ha+0.5% wv applied at Z-30 stage (mix = Paradigma + LVE Agritone + Archer + Uptake),roseworthy,herbicide,2023-07-26,11.0,12.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradigm,kg,0.025,,,
3501,ROSEWORTHY_S1.2_P2312_R3,2023,7,27,,,,,,,,,,,,,,,,,,100kg/ha topdressing,roseworthy,fertiliser,2023-07-27,8.5,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,100.0,,,
3502,ROSEWORTHY_S1.2_P2312_R3,2023,9,5,,,,,,,,,,,,,,,,,,1L/ha applied at Flag leave stage - all cereal crops (single),roseworthy,fungicide,2023-09-05,11.0,14.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TazerXpert,L,1.0,,,
3503,ROSEWORTHY_S1.2_P2312_R3,2023,9,22,,,,,,,,,,,,,,,,,,"0.03L/ha applied post-flowering/maturity - whole site (Protect the pods target pulse/canola, but went whole site)",roseworthy,pesticide,2023-09-22,11.0,2.8794,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trojan,L,0.03,,,insects
3504,ROSEWORTHY_S1.2_P2312_R3,2023,11,7,wheat,,,,,,,,,,,,,,,,,,roseworthy,termination,2023-11-07,80.0,0.0,1238.8200000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,sale,3754.0,,,stubble,,,,,,
3505,ROSEWORTHY_S1.2_P2312_R3,2023,12,19,,,,,,,,,,,,,,,,,,2L/ha+3L/ha+1% applied as post-harvest - Whole site (mix = 2 L/ha + 3 L/ha AMS 1% water volume / Banjo 1% wv),roseworthy,herbicide,2023-12-19,11.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crucial,L,2.0,,,
3506,ROSEWORTHY_S1.2_P2312_R3,2023,12,19,,,,,,,,,,,,,,,,,,2L/ha+3L/ha+1% applied as post-harvest - Whole site (mix = 2 L/ha + 3 L/ha AMS 1% water volume / Banjo 1% wv),roseworthy,herbicide,2023-12-19,11.0,60.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gluphosinate,L,3.0,,,
3507,ROSEWORTHY_S1.2_P3123_R1,2023,4,15,,,,,,,,,,,,,,,,,,2L/ha applied as Knockdown - Whole site,roseworthy,herbicide,2023-04-15,11.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crucial,L,2.0,,,
3508,ROSEWORTHY_S1.2_P3123_R1,2023,5,10,,,,,,,,,,,,,,,,,,2L/ha applied as Knockdown - Whole site,roseworthy,herbicide,2023-05-10,11.0,9.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paraquat,L,2.0,,,
3509,ROSEWORTHY_S1.2_P3123_R1,2023,5,15,,,,,,,,,,,,,,,,,,1.5kg/ha applied pre-sowing,roseworthy,pesticide,2023-05-15,11.0,112.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MouseOff,kg,1.5,,,mice
3510,ROSEWORTHY_S1.2_P3123_R1,2023,5,23,,,,,,,,,,,,,,,,,,1.25L/ha applied pre-sowing,roseworthy,herbicide,2023-05-23,11.0,12.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overwatch,L,1.25,,,
3511,ROSEWORTHY_S1.2_P3123_R1,2023,5,24,,,,,,,,,,,,,,,,,,"110kg/ha applied pre-sowing, banded below seed",roseworthy,fertiliser,2023-05-24,8.5,63.24999999999999,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAP,kg,110.0,,,
3512,ROSEWORTHY_S1.2_P3123_R1,2023,5,24,,,,,,,,,,,,,,,,,,1L/ha applied as pre-sowing - Whole site,roseworthy,herbicide,2023-05-24,11.0,13.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chlorpyriphos,L,1.0,,,
3513,ROSEWORTHY_S1.2_P3123_R1,2023,5,24,,,,,,,,,,,,,,,,,,2L/ha applied as pre-sowing - Whole site,roseworthy,herbicide,2023-05-24,11.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crucial,L,2.0,,,
3514,ROSEWORTHY_S1.2_P3123_R1,2023,5,24,barley,,,,,,,,,,,,,,,,,,roseworthy,sowing,2023-05-24,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,compass,,,True,,,sale,181.0,,,31.0,,,On-time,,,,,,,,,,,,
3515,ROSEWORTHY_S1.2_P3123_R1,2023,6,1,,,,,,,,,,,,,,,,,,0.05L/ha applied before establishment - whole site,roseworthy,pesticide,2023-06-01,11.0,6.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albatross,L,0.05,,,insects
3516,ROSEWORTHY_S1.2_P3123_R1,2023,6,2,,,,,,,,,,,,,,,,,,1.5kg/ha applied before estableshment,roseworthy,pesticide,2023-06-02,11.0,112.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MouseOff,kg,1.5,,,mice
3517,ROSEWORTHY_S1.2_P3123_R1,2023,7,24,,,,,,,,,,,,,,,,,,1.5kg/ha applied at early growth development,roseworthy,pesticide,2023-07-24,11.0,112.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MouseOff,kg,1.5,,,mice
3518,ROSEWORTHY_S1.2_P3123_R1,2023,7,25,,,,,,,,,,,,,,,,,,0.3L/ha applied at Z-30 stage (cereal) / pre-canopy close (pulse) - whole site,roseworthy,fungicide,2023-07-25,11.0,16.349999999999998,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aviator Xpro,L,0.3,,,
3519,ROSEWORTHY_S1.2_P3123_R1,2023,7,26,,,,,,,,,,,,,,,,,,0.025kg/ha+0.42L/ha+0.1L/ha+0.5% wv applied at Z-30 stage (mix = Paradigma + LVE Agritone + Archer + Uptake),roseworthy,herbicide,2023-07-26,11.0,1.4500000000000002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archer,L,0.1,,,
3520,ROSEWORTHY_S1.2_P3123_R1,2023,7,26,,,,,,,,,,,,,,,,,,0.025kg/ha+0.42L/ha+0.1L/ha+0.5% wv applied at Z-30 stage (mix = Paradigma + LVE Agritone + Archer + Uptake),roseworthy,herbicide,2023-07-26,11.0,3.36,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LVA Agritone,L,0.42,,,
3521,ROSEWORTHY_S1.2_P3123_R1,2023,7,26,,,,,,,,,,,,,,,,,,0.025kg/ha+0.42L/ha+0.1L/ha+0.5% wv applied at Z-30 stage (mix = Paradigma + LVE Agritone + Archer + Uptake),roseworthy,herbicide,2023-07-26,11.0,12.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paradigm,kg,0.025,,,
3522,ROSEWORTHY_S1.2_P3123_R1,2023,7,27,,,,,,,,,,,,,,,,,,100kg/ha topdressing,roseworthy,fertiliser,2023-07-27,8.5,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urea,kg,100.0,,,
3523,ROSEWORTHY_S1.2_P3123_R1,2023,9,5,,,,,,,,,,,,,,,,,,1L/ha applied at Flag leave stage - all cereal crops (single),roseworthy,fungicide,2023-09-05,11.0,14.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TazerXpert,L,1.0,,,
3524,ROSEWORTHY_S1.2_P3123_R1,2023,9,22,,,,,,,,,,,,,,,,,,"0.03L/ha applied post-flowering/maturity - whole site (Protect the pods target pulse/canola, but went whole site)",roseworthy,pesticide,2023-09-22,11.0,2.8794,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trojan,L,0.03,,,insects
3525,ROSEWORTHY_S1.2_P3123_R1,2023,11,7,barley,,,,,,,,,,,,,,,,,,roseworthy,termination,2023-11-07,80.0,0.0,1510.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,success,sale,5069.0,,,stubble,,,,,,
3526,ROSEWORTHY_S1.2_P3123_R1,2023,12,19,,,,,,,,,,,,,,,,,,2L/ha+3L/ha+1% applied as post-harvest - Whole site (mix = 2 L/ha + 3 L/ha AMS 1% water volume / Banjo 1% wv),roseworthy,herbicide,2023-12-19,11.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crucial,L,2.0,,,
3527,ROSEWORTHY_S1.2_P3123_R1,2023,12,19,,,,,,,,,,,,,,,,,,2L/ha+3L/ha+1% applied as post-harvest - Whole site (mix = 2 L/ha + 3 L/ha AMS 1% water volume / Banjo 1% wv),roseworthy,herbicide,2023-12-19,11.0,60.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gluphosinate,L,3.0,,,
3528,ROSEWORTHY_S1.2_P3123_R2,2023,4,15,,,,,,,,,,,,,,,,,,2L/ha applied as Knockdown - Whole site,roseworthy,herbicide,2023-04-15,11.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crucial,L,2.0,,,
3529,ROSEWORTHY_S1.2_P3123_R2,2023,5,10,,,,,,,,,,,,,,,,,,2L/ha applied as Knockdown - Whole site,roseworthy,herbicide,2023-05-10,11.0,9.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paraquat,L,2.0,,,
3530,ROSEWORTHY_S1.2_P3123_R2,2023,5,15,,,,,,,,,,,,,,,,,,1.5kg/ha applied pre-sowing,roseworthy,pesticide,2023-05-15,11.0,112.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MouseOff,kg,1.5,,,mice
3531,ROSEWORTHY_S1.2_P3123_R2,2023,5,23,,,,,,,,,,,,,,,,,,1.25L/ha applied pre-sowing,roseworthy,herbicide,2023-05-23,11.0,12.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overwatch,L,1.25,,,
3532,ROSEWORTHY_S1.2_P3123_R2,2023,5,24,,,,,,,,,,,,,,,,,,"110kg/ha applied pre-sowing, banded below seed",roseworthy,fertiliser,2023-05-24,8.5,63.24999999999999,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAP,kg,110.0,,,
3533,ROSEWORTHY_S1.2_P3123_R2,2023,5,24,,,,,,,,,,,,,,,,,,1L/ha applied as pre-sowing - Whole site,roseworthy,herbicide,2023-05-24,11.0,13.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chlorpyriphos,L,1.0,,,
3534,ROSEWORTHY_S1.2_P3123_R2,2023,5,24,,,,,,,,,,,,,,,,,,2L/ha applied as pre-sowing - Whole site,roseworthy,herbicide,2023-05-24,11.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crucial,L,2.0,,,
3535,ROSEWORTHY_S1.2_P3123_R2,2023,5,24,barley,,,,,,,,,,,,,,,,,,roseworthy,sowing,2023-05-24,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,compass,,,True,,,sale,183.0,,,33.0,,,On-time,,,,,,,,,,,,
3536,ROSEWORTHY_S1.2_P3123_R2,2023,6,1,,,,,,,,,,,,,,,,,,0.05L/ha applied before establishment - whole site,roseworthy,pesticide,2023-06-01,11.0,6.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albatross,L,0.05,,,insects
